


,FT_Off_PG
Rank,Name,Val,Normalized,Weight,Enabled
1,Iowa,1.0,17.96969696969697,0.5,true
2,Houston Baptist,0.986178775683118,17.833333333333332,0.5,true
3,South Florida,0.9808998358398645,17.78125,0.5,true
4,Hampton,0.9703760138297653,17.677419354838708,0.5,true
5,Texas-Rio Grande Valley,0.9625291251853423,17.6,0.5,true
6,Central Michigan,0.9613367058325133,17.58823529411765,0.5,true
7,Hofstra,0.9613367058325133,17.58823529411765,0.5,true
8,Louisiana State,0.9555609245922475,17.53125,0.5,true
9,Kentucky,0.9508578690955306,17.484848484848484,0.5,true
10,Prairie View,0.940469367158005,17.38235294117647,0.5,true
11,Arizona State,0.9397241050624868,17.375,0.5,true
12,Georgetown,0.9365567411565348,17.34375,0.5,true
13,Texas Southern,0.9285451736297147,17.264705882352942,0.5,true
14,Lamar,0.9140012709171786,17.12121212121212,0.5,true
15,Brigham Young,0.9048831020970134,17.03125,0.5,true
16,Sacred Heart,0.9048831020970134,17.03125,0.5,true
17,Nevada,0.8986443550095319,16.96969696969697,0.5,true
18,Long Beach State,0.889791544662771,16.88235294117647,0.5,true
19,Memphis,0.8868104962806982,16.852941176470587,0.5,true
20,South Carolina State,0.8868104962806982,16.852941176470587,0.5,true
21,Coastal Carolina,0.8820985165800028,16.806451612903224,0.5,true
22,Gonzaga,0.8710019063757678,16.696969696969695,0.5,true
23,Howard,0.8679305231942387,16.666666666666668,0.5,true
24,Arkansas State,0.8573726435077315,16.5625,0.5,true
25,Lipscomb,0.8573726435077315,16.5625,0.5,true
26,Louisiana-Monroe,0.8556449904681214,16.545454545454547,0.5,true
27,Louisiana,0.8478705517898751,16.46875,0.5,true
28,Pittsburgh,0.846430840923533,16.454545454545453,0.5,true
29,Portland State,0.8415358239779709,16.40625,0.5,true
30,New Mexico,0.8352010961660665,16.34375,0.5,true
31,Tulsa,0.8320337322601145,16.3125,0.5,true
32,Pacific,0.8256990044482102,16.25,0.5,true
33,West Virginia,0.8242084802571739,16.235294117647058,0.5,true
34,Norfolk State,0.8212274318751014,16.205882352941178,0.5,true
35,Minnesota,0.8152653351109562,16.147058823529413,0.5,true
36,Grambling,0.8095742427451811,16.09090909090909,0.5,true
37,Central Connecticut State,0.8003600932005932,16.0,0.5,true
38,Georgia,0.8003600932005932,16.0,0.5,true
39,Weber State,0.8003600932005932,16.0,0.5,true
40,Utah State,0.7973790448185206,15.970588235294118,0.5,true
41,Central Florida,0.7970905562654167,15.96774193548387,0.5,true
42,Wake Forest,0.7938210193302404,15.935483870967742,0.5,true
43,Morgan State,0.7902245287015464,15.9,0.5,true
44,Florida International,0.7876906375767846,15.875,0.5,true
45,Colorado,0.7850031772929464,15.848484848484848,0.5,true
46,Iona,0.7845232736708325,15.84375,0.5,true
47,Utah Valley,0.7819317941114171,15.818181818181818,0.5,true
48,Appalachian State,0.7781885458589283,15.78125,0.5,true
49,Louisville,0.772717644566829,15.727272727272727,0.5,true
50,Florida State,0.7705496093798672,15.705882352941176,0.5,true
51,Eastern Kentucky,0.7676647238488292,15.67741935483871,0.5,true
52,Marquette,0.7635034950222411,15.636363636363637,0.5,true
53,Rice,0.7623517263291676,15.625,0.5,true
54,Pepperdine,0.7556443674695043,15.558823529411764,0.5,true
55,Providence,0.7512179622961238,15.515151515151516,0.5,true
56,UC-Santa Barbara,0.7496822707053591,15.5,0.5,true
57,Lehigh,0.748047502237771,15.483870967741936,0.5,true
58,Cincinnati,0.7407391255591413,15.411764705882353,0.5,true
59,Gardner-Webb,0.7407391255591413,15.411764705882353,0.5,true
60,Western Kentucky,0.7407391255591413,15.411764705882353,0.5,true
61,Green Bay,0.7389324295700065,15.393939393939394,0.5,true
62,SIU Edwardsville,0.7349693544970654,15.35483870967742,0.5,true
63,Brown,0.7327896632069478,15.333333333333334,0.5,true
64,Southern Utah,0.7306780872696463,15.3125,0.5,true
65,North Carolina,0.7297182800254184,15.303030303030303,0.5,true
66,Tennessee,0.728814932030851,15.294117647058824,0.5,true
67,Duke,0.7228528352667056,15.235294117647058,0.5,true
68,Quinnipiac,0.7226540987079009,15.233333333333333,0.5,true
69,Oregon State,0.7218912067563599,15.225806451612904,0.5,true
70,Vermont,0.7143613641177717,15.151515151515152,0.5,true
71,Monmouth,0.7134838260659061,15.142857142857142,0.5,true
72,Arkansas,0.7116739038339336,15.125,0.5,true
73,IUPUI,0.7116739038339336,15.125,0.5,true
74,South Dakota State,0.7116739038339336,15.125,0.5,true
75,Georgia Southern,0.7112899809362424,15.121212121212121,0.5,true
76,Austin Peay,0.7082185977547131,15.090909090909092,0.5,true
77,Ball State,0.7082185977547131,15.090909090909092,0.5,true
78,Cal State Fullerton,0.7051472145731837,15.06060606060606,0.5,true
79,NJIT,0.7051472145731837,15.06060606060606,0.5,true
80,Stony Brook,0.7021718121160772,15.03125,0.5,true
81,Michigan State,0.699004448210125,15.0,0.5,true
82,Montana State,0.699004448210125,15.0,0.5,true
83,Rider,0.699004448210125,15.0,0.5,true
84,Murray State,0.6957349112749486,14.96774193548387,0.5,true
85,DePaul,0.6956259267104428,14.966666666666667,0.5,true
86,North Carolina-Wilmington,0.6928616818470663,14.93939393939394,0.5,true
87,Saint Francis (PA),0.6926697203982207,14.9375,0.5,true
88,Vanderbilt,0.6926697203982207,14.9375,0.5,true
89,Oakland,0.689790298665537,14.909090909090908,0.5,true
90,Wyoming,0.6895023564922687,14.90625,0.5,true
91,Bowling Green State,0.6870802546818346,14.882352941176471,0.5,true
