


,FGA_Def_PG
Rank,Name,Val,Normalized,Weight,Enabled
1,Manhattan,1.0,46.8125,0.5,true
2,Loyola Marymount,0.8172438451322912,50.41935483870968,0.5,true
3,Cal State Bakersfield,0.8090714066809686,50.58064516129032,0.5,true
4,Kansas State,0.7955002058587715,50.84848484848485,0.5,true
5,Abilene Christian,0.790893922368026,50.93939393939394,0.5,true
6,Pacific,0.7894064766574727,50.96875,0.5,true
7,Wagner,0.7827561548677086,51.1,0.5,true
8,Loyola (IL),0.7709333605747947,51.333333333333336,0.5,true
9,Jackson State,0.7624885075084278,51.5,0.5,true
10,Southern,0.7624885075084278,51.5,0.5,true
11,Missouri State,0.7498212279088773,51.75,0.5,true
12,Maine,0.7419041781591582,51.90625,0.5,true
13,Robert Morris,0.7340830926488295,52.06060606060606,0.5,true
14,Maryland-Baltimore County,0.7282123391802322,52.1764705882353,0.5,true
15,Virginia,0.7197364388599448,52.34375,0.5,true
16,Saint Peter's,0.7165696189600572,52.40625,0.5,true
17,Fairfield,0.715905608335887,52.41935483870968,0.5,true
18,Liberty,0.7118193891102258,52.5,0.5,true
19,South Florida,0.708652569210338,52.5625,0.5,true
20,Southeastern Louisiana,0.7049099638741074,52.63636363636363,0.5,true
21,Texas State,0.7049099638741074,52.63636363636363,0.5,true
22,UC-Davis,0.6995607314332414,52.74193548387097,0.5,true
23,Marist,0.6962917560527122,52.806451612903224,0.5,true
24,Texas A&M-Corpus Christi,0.6896516498110123,52.9375,0.5,true
25,Florida,0.6849945617229423,53.029411764705884,0.5,true
26,Northern Iowa,0.6849945617229423,53.029411764705884,0.5,true
27,Florida A&M,0.6832158545305956,53.064516129032256,0.5,true
28,Texas Tech,0.6817346000612933,53.09375,0.5,true
29,Oregon,0.6792463844256671,53.142857142857146,0.5,true
30,Virginia Tech,0.6785677801614056,53.15625,0.5,true
31,Siena,0.6772722629296335,53.18181818181818,0.5,true
32,Auburn,0.6720079389402098,53.285714285714285,0.5,true
33,UC-Riverside,0.6711305516086392,53.303030303030305,0.5,true
34,Cincinnati,0.6656210752765708,53.411764705882355,0.5,true
35,North Texas,0.6603825567968994,53.515151515151516,0.5,true
36,New Hampshire,0.6602766652223997,53.51724137931034,0.5,true
37,Arkansas-Pine Bluff,0.6595668607620799,53.53125,0.5,true
38,Boise State,0.6588471289666508,53.54545454545455,0.5,true
39,Sam Houston State,0.6548166309122484,53.625,0.5,true
40,Monmouth,0.6531879806780204,53.65714285714286,0.5,true
41,New Mexico State,0.652208661582929,53.6764705882353,0.5,true
42,Missouri,0.6516498110123607,53.6875,0.5,true
43,Tennessee State,0.6442605645792896,53.833333333333336,0.5,true
44,Prairie View,0.6417767842656523,53.88235294117647,0.5,true
45,Fordham,0.640565941362754,53.90625,0.5,true
46,Vermont,0.6404219950036685,53.90909090909091,0.5,true
47,Old Dominion,0.6402865160774698,53.911764705882355,0.5,true
48,Maryland-Eastern Shore,0.6389825314128103,53.9375,0.5,true
49,Bradley,0.6328351751365576,54.05882352941177,0.5,true
50,Alabama A&M,0.6326488916130351,54.0625,0.5,true
51,Sacramento State,0.6325467361323935,54.064516129032256,0.5,true
52,Saint Mary's (CA),0.6312094280221769,54.09090909090909,0.5,true
53,Butler,0.6294820717131474,54.125,0.5,true
54,Charlotte,0.6288268675959291,54.13793103448276,0.5,true
55,Washington,0.6283643705720106,54.14705882352941,0.5,true
56,Texas-Rio Grande Valley,0.6256818878332822,54.2,0.5,true
57,Incarnate Word,0.6227398099908059,54.25806451612903,0.5,true
58,Saint Louis,0.6213388205420078,54.285714285714285,0.5,true
59,Campbell,0.6183982020635407,54.34375,0.5,true
60,Purdue,0.6183982020635407,54.34375,0.5,true
61,Wright State,0.6149519568783688,54.411764705882355,0.5,true
62,San Diego,0.6141003750565502,54.42857142857143,0.5,true
63,Clemson,0.6136479722137093,54.4375,0.5,true
64,Montana,0.6119714205020041,54.470588235294116,0.5,true
65,North Carolina-Greensboro,0.6060103477492744,54.588235294117645,0.5,true
66,Holy Cross,0.6005008714172062,54.696969696969695,0.5,true
67,Syracuse,0.5989654435869576,54.72727272727273,0.5,true
68,La Salle,0.5965880069465728,54.774193548387096,0.5,true
69,South Carolina State,0.5955784704319973,54.794117647058826,0.5,true
70,St. Bonaventure,0.5940882022438152,54.8235294117647,0.5,true
71,Arizona,0.5930636428644396,54.84375,0.5,true
72,Wofford,0.5928237322659632,54.84848484848485,0.5,true
73,North Carolina-Asheville,0.5900500561855142,54.903225806451616,0.5,true
74,Radford,0.5866820209449692,54.96969696969697,0.5,true
75,Baylor,0.581979773214833,55.0625,0.5,true
76,Rhode Island,0.5805403096239747,55.09090909090909,0.5,true
77,University of California,0.580243130043927,55.096774193548384,0.5,true
78,Indiana State,0.578608642353662,55.12903225806452,0.5,true
79,Ohio State,0.5774694539634779,55.15151515151515,0.5,true
80,Virginia Commonwealth,0.5772295433650014,55.15625,0.5,true
81,Boston University,0.5759340261332294,55.18181818181818,0.5,true
82,Penn State,0.5756461334150578,55.1875,0.5,true
83,Northern Illinois,0.5747147157974438,55.205882352941174,0.5,true
84,Valparaiso,0.5743985983029808,55.21212121212121,0.5,true
85,Portland State,0.5708959035652262,55.28125,0.5,true
86,Houston,0.5702439112328963,55.294117647058826,0.5,true
87,Northwestern,0.5693124936152825,55.3125,0.5,true
88,Massachusetts,0.5661456737153948,55.375,0.5,true
89,Missouri-Kansas City,0.5629788538155072,55.4375,0.5,true
90,Illinois,0.5575088921702467,55.54545454545455,0.5,true
